,artistName,venueName,streamingEvent,title,locationText,watchLiveText,isPlus,callToActionText,rsvpCount,rsvpCountInt,startsAt,timezone,displayRule,locale,endsAt
96,Animal Trainer,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-12T22:00:00,Europe/Berlin,datetime,en,
97,Sha,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-12T22:00:00,Europe/Berlin,datetime,en,
98,DJ Trauma,TRAUMA BAR UND KINO,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-12T22:00:00,Europe/Berlin,datetime,en,
99,Prismode,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-12T22:00:00,Europe/Berlin,datetime,en,
100,Markus Klee,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-12T22:00:00,Europe/Berlin,datetime,en,
101,DJEFF,Watergate,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-12T23:00:00,Europe/Berlin,datetime,en,
102,Super Flu,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,10,10,2024-10-12T23:00:00,Europe/Berlin,datetime,en,
0,Diego Pinera Page,Eberswalde Klempner Service 24h,False,"Diego Piñera Berlin Odd Wisdom ""Underground Rollercoaster""","Eberswalde, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-12T10:00:00,Europe/Berlin,datetime,en,2024-10-12T12:30:00
1,Theresa Zanon,"Youth art and cultural center ""Gérard Philipe""",False,3. Queeres Herbstfest Treptow-Köpenick,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-12T16:10:00,Europe/Berlin,datetime,en,
2,Ancst,Neue Zukunft,False,ANCST | SWOON | KRACHMANINOV - BERLIN,"Berlin, Germany",Watch Live,False,Tickets & RSVP,18,18,2024-10-12T19:00:00,Europe/Berlin,datetime,en,
3,OUM SHATT,Kulturbahnhof Biesenthal,False,"Oum Shatt @ Entgleisungen, Biesenthal","Biesenthal, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-10-12T19:00:00,Europe/Berlin,datetime,en,
4,The Danny Giles Band,Brücker Landgasthof u. Pension,False,Electric Blues Cartel - Danny Giles + Innes Sibun,"Brück, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-12T19:00:00,Europe/Berlin,datetime,en,2024-10-12T22:30:00
5,Brigade Loco,SO36,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-12T19:00:00,Europe/Berlin,datetime,en,2024-10-12T23:30:00
6,KID SIMIUS,Watergate,False,Watergate,"Berlin, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-10-12T19:00:00,Europe/Berlin,datetime,en,
7,MIJA,Club OST,False,Hot Meal - 1 Year Anniversary,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-12T19:00:00,Europe/Berlin,datetime,en,
8,Uli Sailor Punkrock Piano,Kulturmanufaktur Gerstenberg,False,,"Frankfurt (Oder), Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-12T19:00:00,Europe/Berlin,datetime,en,
9,Kalandra,Hole44,False,Kalandra Autumn Tour 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,15,15,2024-10-12T19:00:00,Europe/Berlin,datetime,en,
10,VDSIS,K14 - Jugendfreizeiteinrichtung,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-12T19:00:00,Europe/Berlin,datetime,en,
11,Bastian Bandt,Zebrano-Theater,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-12T19:30:00,Europe/Berlin,datetime,en,
12,Gregor Hägele,Columbia Theater,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-10-12T19:30:00,Europe/Berlin,datetime,en,
13,Marcos Meza,frei-raum.berlin,False,Takahisa Mitsumori feat. Marcos Meza - Immersive sound installation with 7 acoustic sources,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-12T19:30:00,Europe/Berlin,datetime,en,2024-10-12T21:00:00
14,Lucia Fodde Music,a Livraria,False,"La Signora canta il Blues, Tributo a Billie Holiday","Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-12T19:30:00,Europe/Berlin,datetime,en,2024-10-12T21:00:00
15,Anne Mette Iversen,Kühlhaus Berlin,False,OPUS KLASSIK KONZERT,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-12T19:30:00,Europe/Berlin,datetime,en,
16,Lords of the Sound,Messehalle 1,False,,"Frankfurt (Oder), Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-12T20:00:00,Europe/Warsaw,datetime,en,
17,PAPKE,Lido,False,PAPKE TOUR 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-12T20:00:00,Europe/Berlin,datetime,en,
18,Torsten Sträter,Uber Arena,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,21,21,2024-10-12T20:00:00,Europe/Berlin,datetime,en,
19,Die Toten Ärzte,Köllner Rockscheune,False,,"Werder, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-12T20:00:00,Europe/Berlin,datetime,en,
